Symbol	RAPdb	MSU	Keyword	Title
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	shoot	LAZY1 controls rice shoot gravitropism through regulating polar auxin transport
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	shoot	LAZY1 controls rice shoot gravitropism through regulating polar auxin transport
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	tiller angle	LAZY1 controls rice shoot gravitropism through regulating polar auxin transport
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	shoot gravitropism	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	shoot gravitropism	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	shoot gravitropism	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	shoot gravitropism	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	shoot	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	shoot	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	shoot	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	shoot	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	auxin	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	tiller	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	tiller	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	tiller	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	tiller	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	auxin transport	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	tiller angle	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	tiller angle	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	tiller angle	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LA1|LAZY1	Os11g0490600	LOC_Os11g29840	tiller angle	LAZY1 Controls Tiller Angle and Shoot Gravitropism by Regulating the Expression of Auxin Transporters and Signaling Factors in Rice
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	domestication	LABA1, a Domestication Gene Associated with Long, Barbed Awns in Wild Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	domestication	LABA1, a Domestication Gene Associated with Long, Barbed Awns in Wild Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	development	LABA1, a Domestication Gene Associated with Long, Barbed Awns in Wild Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	 awn 	LABA1, a Domestication Gene Associated with Long, Barbed Awns in Wild Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	 awn 	LABA1, a Domestication Gene Associated with Long, Barbed Awns in Wild Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	cytokinin	LABA1, a Domestication Gene Associated with Long, Barbed Awns in Wild Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	panicle	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	grain	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	grain	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	grain	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	grain	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	tiller	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	grains per panicle	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	grain yield	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	grain number	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	 awn 	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	 awn 	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	 awn 	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	 awn 	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	 awn 	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	yield	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	cell division	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	cytokinin	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	cytokinin	An-2 Encodes a Cytokinin Synthesis Enzyme That Regulates Awn Length and Grain Production in Rice.
LABA1|OsLOGL6|An-2	Os04g0518800	LOC_Os04g43840	 awn 	Natural alleles of GLA for grain length and awn development were differently domesticated in rice subspecies japonica and indica.
LAIR	None	None	grain	Overexpressing lncRNA LAIR increases grain yield and regulates neighbouring gene cluster expression in rice.
LAIR	None	None	grain	Overexpressing lncRNA LAIR increases grain yield and regulates neighbouring gene cluster expression in rice.
LAIR	None	None	grain	Overexpressing lncRNA LAIR increases grain yield and regulates neighbouring gene cluster expression in rice.
LAIR	None	None	grain yield	Overexpressing lncRNA LAIR increases grain yield and regulates neighbouring gene cluster expression in rice.
LAIR	None	None	grain yield	Overexpressing lncRNA LAIR increases grain yield and regulates neighbouring gene cluster expression in rice.
LAIR	None	None	grain yield	Overexpressing lncRNA LAIR increases grain yield and regulates neighbouring gene cluster expression in rice.
LAIR	None	None	yield	Overexpressing lncRNA LAIR increases grain yield and regulates neighbouring gene cluster expression in rice.
LAIR	None	None	yield	Overexpressing lncRNA LAIR increases grain yield and regulates neighbouring gene cluster expression in rice.
LAIR	None	None	yield	Overexpressing lncRNA LAIR increases grain yield and regulates neighbouring gene cluster expression in rice.
LAIR	None	None	breeding	Overexpressing lncRNA LAIR increases grain yield and regulates neighbouring gene cluster expression in rice.
LAIR	None	None	receptor kinase	Overexpressing lncRNA LAIR increases grain yield and regulates neighbouring gene cluster expression in rice.
LAR	Os03g0259400	LOC_Os03g15360	seed	Proanthocyanidin synthesis and expression of genes encoding leucoanthocyanidin reductase and anthocyanidin reductase in developing grape berries and grapevine leaves
LAR	Os03g0259400	LOC_Os03g15360	leaf	Proanthocyanidin synthesis and expression of genes encoding leucoanthocyanidin reductase and anthocyanidin reductase in developing grape berries and grapevine leaves
LARGE1|OML4	Os02g0517531	LOC_Os02g31290	grain	Control of Grain Size and Weight by the GSK2-LARGE1/OML4 Pathway in Rice.
LARGE1|OML4	Os02g0517531	LOC_Os02g31290	grain size	Control of Grain Size and Weight by the GSK2-LARGE1/OML4 Pathway in Rice.
LARGE1|OML4	Os02g0517531	LOC_Os02g31290	Kinase	Control of Grain Size and Weight by the GSK2-LARGE1/OML4 Pathway in Rice.
LARGE1|OML4	Os02g0517531	LOC_Os02g31290	kinase	Control of Grain Size and Weight by the GSK2-LARGE1/OML4 Pathway in Rice.
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	panicle	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	panicle	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	panicle	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	panicle	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	grain	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	grain	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	grain	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	grain	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	grain	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	grain number	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	grain number	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	grain number	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	grain number	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	grain number	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	panicle size	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	panicle size	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	panicle size	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	panicle size	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LARGE2|OsUPL2	Os12g0428600	LOC_Os12g24080	Ubiquitin	The LARGE2-APO1/APO2 regulatory module controls panicle size and grain number in rice
LAS	Os02g0538000	LOC_Os02g33500	chloroplast	Lethal albinic seedling, encoding a threonyl-tRNA synthetase, is involved in development of plastid protein synthesis system in rice.
LAS	Os02g0538000	LOC_Os02g33500	development	Lethal albinic seedling, encoding a threonyl-tRNA synthetase, is involved in development of plastid protein synthesis system in rice.
LAS	Os02g0538000	LOC_Os02g33500	development	Lethal albinic seedling, encoding a threonyl-tRNA synthetase, is involved in development of plastid protein synthesis system in rice.
LAS	Os02g0538000	LOC_Os02g33500	R protein	Lethal albinic seedling, encoding a threonyl-tRNA synthetase, is involved in development of plastid protein synthesis system in rice.
LAS	Os02g0538000	LOC_Os02g33500	chloroplast development	Lethal albinic seedling, encoding a threonyl-tRNA synthetase, is involved in development of plastid protein synthesis system in rice.
LAX1	Os01g0831000	LOC_Os01g61480	floral meristem	The LAX1 and FRIZZY PANICLE 2 genes determine the inflorescence architecture of rice by controlling rachis-branch and spikelet development
LAX1	Os01g0831000	LOC_Os01g61480	meristem	Two-Step Regulation of LAX PANICLE1 Protein Accumulation in Axillary Meristem Formation in Rice
LAX1	Os01g0831000	LOC_Os01g61480	shoot	Two-Step Regulation of LAX PANICLE1 Protein Accumulation in Axillary Meristem Formation in Rice
LAX1	Os01g0831000	LOC_Os01g61480	meristem	The LAX1 and FRIZZY PANICLE 2 genes determine the inflorescence architecture of rice by controlling rachis-branch and spikelet development
LAX1	Os01g0831000	LOC_Os01g61480	inflorescence architecture	The LAX1 and FRIZZY PANICLE 2 genes determine the inflorescence architecture of rice by controlling rachis-branch and spikelet development
LAX1	Os01g0831000	LOC_Os01g61480	spikelet	The LAX1 and FRIZZY PANICLE 2 genes determine the inflorescence architecture of rice by controlling rachis-branch and spikelet development
LAX1	Os01g0831000	LOC_Os01g61480	panicle	Two-Step Regulation of LAX PANICLE1 Protein Accumulation in Axillary Meristem Formation in Rice
LAX1	Os01g0831000	LOC_Os01g61480	shoot apical meristem	Two-Step Regulation of LAX PANICLE1 Protein Accumulation in Axillary Meristem Formation in Rice
LAX1	Os01g0831000	LOC_Os01g61480	branching	LAX PANICLE2 of rice encodes a novel nuclear protein and regulates the formation of axillary meristems
LAX1	Os01g0831000	LOC_Os01g61480	axillary meristem	The LAX1 and FRIZZY PANICLE 2 genes determine the inflorescence architecture of rice by controlling rachis-branch and spikelet development
LAX1	Os01g0831000	LOC_Os01g61480	floral	The LAX1 and FRIZZY PANICLE 2 genes determine the inflorescence architecture of rice by controlling rachis-branch and spikelet development
LAX1	Os01g0831000	LOC_Os01g61480	panicle	The LAX1 and FRIZZY PANICLE 2 genes determine the inflorescence architecture of rice by controlling rachis-branch and spikelet development
LAX1	Os01g0831000	LOC_Os01g61480	spikelet meristem	The LAX1 and FRIZZY PANICLE 2 genes determine the inflorescence architecture of rice by controlling rachis-branch and spikelet development
LAX1	Os01g0831000	LOC_Os01g61480	architecture	The LAX1 and FRIZZY PANICLE 2 genes determine the inflorescence architecture of rice by controlling rachis-branch and spikelet development
LAX1	Os01g0831000	LOC_Os01g61480	vegetative	LAX PANICLE2 of rice encodes a novel nuclear protein and regulates the formation of axillary meristems
LAX1	Os01g0831000	LOC_Os01g61480	panicle	LAX PANICLE2 of rice encodes a novel nuclear protein and regulates the formation of axillary meristems
LAX1	Os01g0831000	LOC_Os01g61480	inflorescence	The LAX1 and FRIZZY PANICLE 2 genes determine the inflorescence architecture of rice by controlling rachis-branch and spikelet development
LBD12-1	Os12g0106200	LOC_Os12g01550	growth	The LBD12-1 transcription factor suppresses apical meristem size by repressing Argonaute 10 expression.
LBD12-1	Os12g0106200	LOC_Os12g01550	salt	The LBD12-1 transcription factor suppresses apical meristem size by repressing Argonaute 10 expression.
LBD12-1	Os12g0106200	LOC_Os12g01550	transcription factor	The LBD12-1 transcription factor suppresses apical meristem size by repressing Argonaute 10 expression.
LBD12-1	Os12g0106200	LOC_Os12g01550	salt stress	The LBD12-1 transcription factor suppresses apical meristem size by repressing Argonaute 10 expression.
LBD12-1	Os12g0106200	LOC_Os12g01550	meristem	The LBD12-1 transcription factor suppresses apical meristem size by repressing Argonaute 10 expression.
LBD12-1	Os12g0106200	LOC_Os12g01550	stress	The LBD12-1 transcription factor suppresses apical meristem size by repressing Argonaute 10 expression.
LBD12-1	Os12g0106200	LOC_Os12g01550	stress	The LBD12-1 transcription factor suppresses apical meristem size by repressing Argonaute 10 expression.
LC2|OsVIL3	Os02g0152500	LOC_Os02g05840	leaf development	Rice leaf inclination2, a VIN3-like protein, regulates leaf angle through modulating cell division of the collar
LC2|OsVIL3	Os02g0152500	LOC_Os02g05840	brassinosteroid	Rice leaf inclination2, a VIN3-like protein, regulates leaf angle through modulating cell division of the collar
LC2|OsVIL3	Os02g0152500	LOC_Os02g05840	vernalization	Rice leaf inclination2, a VIN3-like protein, regulates leaf angle through modulating cell division of the collar
LC2|OsVIL3	Os02g0152500	LOC_Os02g05840	phytohormone	Rice leaf inclination2, a VIN3-like protein, regulates leaf angle through modulating cell division of the collar
LC2|OsVIL3	Os02g0152500	LOC_Os02g05840	flower	LC2 and OsVIL2 promote rice flowering by photoperoid-induced epigenetic silencing of OsLF
LC2|OsVIL3	Os02g0152500	LOC_Os02g05840	floral	LC2 and OsVIL2 promote rice flowering by photoperoid-induced epigenetic silencing of OsLF
LC2|OsVIL3	Os02g0152500	LOC_Os02g05840	auxin	Rice leaf inclination2, a VIN3-like protein, regulates leaf angle through modulating cell division of the collar
LC2|OsVIL3	Os02g0152500	LOC_Os02g05840	flower	LC2 and OsVIL2 promote rice flowering by photoperoid-induced epigenetic silencing of OsLF
LC2|OsVIL3	Os02g0152500	LOC_Os02g05840	leaf	Rice leaf inclination2, a VIN3-like protein, regulates leaf angle through modulating cell division of the collar
LC2|OsVIL3	Os02g0152500	LOC_Os02g05840	cell division	Rice leaf inclination2, a VIN3-like protein, regulates leaf angle through modulating cell division of the collar
LC2|OsVIL3	Os02g0152500	LOC_Os02g05840	heading date	LC2 and OsVIL2 promote rice flowering by photoperoid-induced epigenetic silencing of OsLF
LC2|OsVIL3	Os02g0152500	LOC_Os02g05840	lamina	Rice leaf inclination2, a VIN3-like protein, regulates leaf angle through modulating cell division of the collar
LC3	Os06g0595900	LOC_Os06g39480	leaf	SPOC domain-containing protein Leaf inclination3 interacts with LIP1 to regulate rice leaf inclination through auxin signaling.
LC3	Os06g0595900	LOC_Os06g39480	auxin	SPOC domain-containing protein Leaf inclination3 interacts with LIP1 to regulate rice leaf inclination through auxin signaling.
LEPTO1|OsRR24|DLC1	Os02g0182100	LOC_Os02g08500	pollen	The OsRR24/LEPTO1 Type-B Response Regulator is Essential for the Organization of Leptotene Chromosomes in Rice Meiosis.
LEPTO1|OsRR24|DLC1	Os02g0182100	LOC_Os02g08500	cell death	The OsRR24/LEPTO1 Type-B Response Regulator is Essential for the Organization of Leptotene Chromosomes in Rice Meiosis.
LEPTO1|OsRR24|DLC1	Os02g0182100	LOC_Os02g08500	meiosis	The OsRR24/LEPTO1 Type-B Response Regulator is Essential for the Organization of Leptotene Chromosomes in Rice Meiosis.
LEPTO1|OsRR24|DLC1	Os02g0182100	LOC_Os02g08500	tapetal	The OsRR24/LEPTO1 Type-B Response Regulator is Essential for the Organization of Leptotene Chromosomes in Rice Meiosis.
LEPTO1|OsRR24|DLC1	Os02g0182100	LOC_Os02g08500	meiotic	The OsRR24/LEPTO1 Type-B Response Regulator is Essential for the Organization of Leptotene Chromosomes in Rice Meiosis.
LEPTO1|OsRR24|DLC1	Os02g0182100	LOC_Os02g08500	meiotic	The OsRR24/LEPTO1 Type-B Response Regulator is Essential for the Organization of Leptotene Chromosomes in Rice Meiosis.
LEPTO1|OsRR24|DLC1	Os02g0182100	LOC_Os02g08500	pollen	Defective Leptotene Chromosome 1 (DLC1) encodes a type-B response regulator and is required for rice meiosis.
LEPTO1|OsRR24|DLC1	Os02g0182100	LOC_Os02g08500	meiosis	Defective Leptotene Chromosome 1 (DLC1) encodes a type-B response regulator and is required for rice meiosis.
LEPTO1|OsRR24|DLC1	Os02g0182100	LOC_Os02g08500	meiosis	Defective Leptotene Chromosome 1 (DLC1) encodes a type-B response regulator and is required for rice meiosis.
LEPTO1|OsRR24|DLC1	Os02g0182100	LOC_Os02g08500	sterile	Defective Leptotene Chromosome 1 (DLC1) encodes a type-B response regulator and is required for rice meiosis.
LEPTO1|OsRR24|DLC1	Os02g0182100	LOC_Os02g08500	R protein	Defective Leptotene Chromosome 1 (DLC1) encodes a type-B response regulator and is required for rice meiosis.
LEPTO1|OsRR24|DLC1	Os02g0182100	LOC_Os02g08500	tapetum	Defective Leptotene Chromosome 1 (DLC1) encodes a type-B response regulator and is required for rice meiosis.
LGD1	Os09g0502100	LOC_Os09g32540	grain yield	Rice LGD1 containing RNA binding activity affects growth and development through alternative promoters
LGD1	Os09g0502100	LOC_Os09g32540	vegetative	Rice LGD1 containing RNA binding activity affects growth and development through alternative promoters
LGD1	Os09g0502100	LOC_Os09g32540	growth	Rice LGD1 containing RNA binding activity affects growth and development through alternative promoters
LGD1	Os09g0502100	LOC_Os09g32540	grain	Rice LGD1 containing RNA binding activity affects growth and development through alternative promoters
LGD1	Os09g0502100	LOC_Os09g32540	architecture	Rice LGD1 containing RNA binding activity affects growth and development through alternative promoters
LGD1	Os09g0502100	LOC_Os09g32540	panicle architecture	Rice LGD1 containing RNA binding activity affects growth and development through alternative promoters
LGD1	Os09g0502100	LOC_Os09g32540	height	Rice LGD1 containing RNA binding activity affects growth and development through alternative promoters
LGD1	Os09g0502100	LOC_Os09g32540	tiller number	Rice LGD1 containing RNA binding activity affects growth and development through alternative promoters
LGD1	Os09g0502100	LOC_Os09g32540	yield	Rice LGD1 containing RNA binding activity affects growth and development through alternative promoters
LGD1	Os09g0502100	LOC_Os09g32540	dwarf	Rice LGD1 containing RNA binding activity affects growth and development through alternative promoters
LGD1	Os09g0502100	LOC_Os09g32540	tiller	Rice LGD1 containing RNA binding activity affects growth and development through alternative promoters
LGD1	Os09g0502100	LOC_Os09g32540	panicle	Rice LGD1 containing RNA binding activity affects growth and development through alternative promoters
LGG	Os11g0637700	LOC_Os11g41890	panicle	LARGE GRAIN encodes a putative RNA-binding protein that regulates spikelet hull length in rice.
LGG	Os11g0637700	LOC_Os11g41890	spikelet	LARGE GRAIN encodes a putative RNA-binding protein that regulates spikelet hull length in rice.
LGG	Os11g0637700	LOC_Os11g41890	spikelet	LARGE GRAIN encodes a putative RNA-binding protein that regulates spikelet hull length in rice.
LGG	Os11g0637700	LOC_Os11g41890	spikelet	LARGE GRAIN encodes a putative RNA-binding protein that regulates spikelet hull length in rice.
LGG	Os11g0637700	LOC_Os11g41890	grain	LARGE GRAIN encodes a putative RNA-binding protein that regulates spikelet hull length in rice.
LGG	Os11g0637700	LOC_Os11g41890	development	LARGE GRAIN encodes a putative RNA-binding protein that regulates spikelet hull length in rice.
LGG	Os11g0637700	LOC_Os11g41890	grain length	LARGE GRAIN encodes a putative RNA-binding protein that regulates spikelet hull length in rice.
LGG	Os11g0637700	LOC_Os11g41890	cell division	LARGE GRAIN encodes a putative RNA-binding protein that regulates spikelet hull length in rice.
LGG	Os11g0637700	LOC_Os11g41890	cell cycle	LARGE GRAIN encodes a putative RNA-binding protein that regulates spikelet hull length in rice.
LGG	Os11g0637700	LOC_Os11g41890	cell cycle	LARGE GRAIN encodes a putative RNA-binding protein that regulates spikelet hull length in rice.
LGG	Os11g0637700	LOC_Os11g41890	cell proliferation	LARGE GRAIN encodes a putative RNA-binding protein that regulates spikelet hull length in rice.
LGG	Os11g0637700	LOC_Os11g41890	cell proliferation	LARGE GRAIN encodes a putative RNA-binding protein that regulates spikelet hull length in rice.
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	height	OsLIC, a Novel CCCH-Type Zinc Finger Protein with Transcription Activation, Mediates Rice Architecture via Brassinosteroids Signaling
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	grain	OsLIC, a Novel CCCH-Type Zinc Finger Protein with Transcription Activation, Mediates Rice Architecture via Brassinosteroids Signaling
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	tiller	Dynamics of brassinosteroid response modulated by negative regulator LIC in rice
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	tiller angle	Dynamics of brassinosteroid response modulated by negative regulator LIC in rice
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	brassinosteroid	OsLIC, a Novel CCCH-Type Zinc Finger Protein with Transcription Activation, Mediates Rice Architecture via Brassinosteroids Signaling
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	 BR 	Dynamics of brassinosteroid response modulated by negative regulator LIC in rice
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	architecture	OsLIC, a Novel CCCH-Type Zinc Finger Protein with Transcription Activation, Mediates Rice Architecture via Brassinosteroids Signaling
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	tiller	OsLIC, a Novel CCCH-Type Zinc Finger Protein with Transcription Activation, Mediates Rice Architecture via Brassinosteroids Signaling
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	shoot	OsLIC, a Novel CCCH-Type Zinc Finger Protein with Transcription Activation, Mediates Rice Architecture via Brassinosteroids Signaling
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	leaf	Dynamics of brassinosteroid response modulated by negative regulator LIC in rice
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	leaf	OsLIC, a Novel CCCH-Type Zinc Finger Protein with Transcription Activation, Mediates Rice Architecture via Brassinosteroids Signaling
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	brassinosteroid	Dynamics of brassinosteroid response modulated by negative regulator LIC in rice
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	resistant	Dynamics of brassinosteroid response modulated by negative regulator LIC in rice
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	BR signaling	Dynamics of brassinosteroid response modulated by negative regulator LIC in rice
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	erect	Dynamics of brassinosteroid response modulated by negative regulator LIC in rice
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	transcription factor	Dynamics of brassinosteroid response modulated by negative regulator LIC in rice
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	architecture	Dynamics of brassinosteroid response modulated by negative regulator LIC in rice
LIC|OsLIC1	Os06g0704300	LOC_Os06g49080	tiller angle	OsLIC, a Novel CCCH-Type Zinc Finger Protein with Transcription Activation, Mediates Rice Architecture via Brassinosteroids Signaling
LIL1|ALS1	Os07g0488400	LOC_Os07g30510	leaf	Identification and Map-Based Cloning of the Light-Induced Lesion Mimic Mutant 1 (LIL1) Gene in Rice.
LIL1|ALS1	Os07g0488400	LOC_Os07g30510	resistance	Identification and Map-Based Cloning of the Light-Induced Lesion Mimic Mutant 1 (LIL1) Gene in Rice.
LIL1|ALS1	Os07g0488400	LOC_Os07g30510	resistance	Identification and Map-Based Cloning of the Light-Induced Lesion Mimic Mutant 1 (LIL1) Gene in Rice.
